Inner or Outer,Plan or Actuals,Activity Type,Provider,STP,Mitigations in Place for the following week + Additional Comments,POD,Diagnostic Modality,Diagnostic Modality Grouped,Cancer,Week Commencing Date,Activity Count
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,40
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Outpatients,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020,2
Outer,Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020,7
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,23
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020,20
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,23
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Outpatients,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,22/06/2020,16
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Elective,,,Cancer,22/06/2020,7
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020,6
Outer,Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020,15
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,14
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020,33
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020,1
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,2
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020,10
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020,7
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,16
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Outpatients,,,Non-Cancer,22/06/2020,10
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Elective,,,Non-Cancer,22/06/2020,61
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Elective,,,Cancer,22/06/2020,37
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,21
Outer,Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020,3
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,17
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020,81
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020,19
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,9
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,39
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Outpatients,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Non-Cancer,22/06/2020,94
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020,10
Outer,Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Outpatients,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Fortius Clinic (Fortius Clinic),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Harley Street on 15 (HCA UK),North London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Harley Street on 15 (HCA UK),North London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Harley Street on 15 (HCA UK),North London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hendon (BMI Healthcare),North London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Holly House (Holly House),East London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Holly House (Holly House),East London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Holly House (Holly House),East London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Outpatients,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Hospital of St John & St Elizabeth (Hospital of St John & St Elizabeth),North West London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,KING EDWARD VII'S HOSPITAL SISTER AGNES (KING EDWARD VII'S HOSPITAL SISTER AGNES HQ),North West London STP,,Elective,,,Non-Cancer,22/06/2020,67
Outer,Actuals,Normal,KING EDWARD VII'S HOSPITAL SISTER AGNES (KING EDWARD VII'S HOSPITAL SISTER AGNES HQ),North West London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,KING EDWARD VII'S HOSPITAL SISTER AGNES (KING EDWARD VII'S HOSPITAL SISTER AGNES HQ),North West London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,Kings Oak (BMI Healthcare),North London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,12
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,11
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Elective,,,Non-Cancer,22/06/2020,34
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020,2
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020,34
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Daycase,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Elective,,,Cancer,22/06/2020,59
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,DNA/Cancellation (Theatres Only),,,Cancer,22/06/2020,4
Outer,Actuals,Normal,London Bridge (HCA UK),South East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Cancer,22/06/2020,80
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,16
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,15
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,3
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Outpatients,,,Non-Cancer,22/06/2020,49
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Non-Cancer,22/06/2020,20
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020,5
Outer,Actuals,Normal,London East (Spire Healthcare),East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020,5
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,57
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020,47
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020,3
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Non-Cancer,22/06/2020,255
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Non-Cancer,22/06/2020,46
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Daycase,,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Elective,,,Cancer,22/06/2020,0
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020,0
Outer,Actuals,Normal,London Independent (BMI Healthcare),East London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020,27
Outer,Actuals,Normal,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Elective,,,Non-Cancer,22/06/2020,0
