Plan or Actuals,Activity Type,Independent Provider,STP,Mitigations in Place for the following week + Additional Comments,POD,Diagnostic Modality,Diagnostic Modality Grouped,Cancer,Week  Commencing Date,Activity Count,Plan Type
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Elective,,,Cancer,22/06/2020, 8 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020, 15 ,Actuals
Actuals,Normal,St Anthony's (Spire Healthcare),South West London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020, 24 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, 106 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Elective,,,Non-Cancer,22/06/2020, 35 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Elective,,,Cancer,22/06/2020, 12 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020, 1 ,Actuals
Actuals,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,on track,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020, 15 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, 26 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020, 21 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020, 30 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Outpatients,,,Non-Cancer,22/06/2020, 58 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Elective,,,Non-Cancer,22/06/2020, 87 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,Elective,,,Cancer,22/06/2020, 6 ,Actuals
Actuals,Normal,Ashtead (Ramsay Health UK),South West London STP,100 diagnostic patients allocated but not yet booked by Ashstead,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020, 21 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,Lovcal challenge process in place to increase endoscopy bookings (limited by ISP),Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, 24 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,Lovcal challenge process in place to increase endoscopy bookings (limited by ISP),Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020, 33 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,Lovcal challenge process in place to increase endoscopy bookings (limited by ISP),Elective,,,Non-Cancer,22/06/2020, 12 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,Lovcal challenge process in place to increase endoscopy bookings (limited by ISP),Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,Lovcal challenge process in place to increase endoscopy bookings (limited by ISP),Elective,,,Cancer,22/06/2020, 6 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,Lovcal challenge process in place to increase endoscopy bookings (limited by ISP),DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020, 3 ,Actuals
Actuals,Normal,Shirley Oaks (BMI Healthcare),South West London STP,Lovcal challenge process in place to increase endoscopy bookings (limited by ISP),Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020, 20 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020, 17 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020, 40 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Outpatients,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Elective,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Elective,,,Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020, 2 ,Actuals
Actuals,Normal,Bishopswood (BMI Healthcare),North West London STP,Chasing for NHS lists in advance to identify under utilisation,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020, 7 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, 23 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020, 20 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020, 23 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Outpatients,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Elective,,,Non-Cancer,22/06/2020, 16 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Elective,,,Cancer,22/06/2020, 7 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020, 6 ,Actuals
Actuals,Normal,Blackheath (BMI Healthcare),South East London STP,Reviewing allocation of lists as a lot of patients in some specialties are declining surgery / unable to meet isolation requirements,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,22/06/2020, 15 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, 14 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020, 33 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020, 1 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, 2 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,22/06/2020, 10 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,22/06/2020, 7 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020, 16 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Outpatients,,,Non-Cancer,22/06/2020, 10 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Elective,,,Non-Cancer,22/06/2020, 61 ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Bupa Cromwell Hospital (Bupa Group),North West London STP,,Elective,,,Cancer,22/06/2020, 37 ,Actuals
Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Cavell (BMI Healthcare),North London STP,,Elective,,,Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,Surgical activity started 29/6 and ultrasounds 30/6,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,22/06/2020, 21 ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,Surgical activity started 29/6 and ultrasounds 30/6,Elective,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,Surgical activity started 29/6 and ultrasounds 30/6,Daycase,,,Non-Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,Surgical activity started 29/6 and ultrasounds 30/6,Elective,,,Cancer,22/06/2020, -   ,Actuals
Actuals,Normal,Chelsfield (BMI Healthcare),South East London STP,Surgical activity started 29/6 and ultrasounds 30/6,DNA/Cancellation (Theatres Only),,,Non-Cancer,22/06/2020, 3 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,22/06/2020, 17 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,22/06/2020, 81 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,22/06/2020, 19 ,Actuals
Actuals,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,22/06/2020, 9 ,Actuals
